name,genre,ratingValue,studios,episodes
X-Men,"['Action', 'Drama', 'Super Power']",6.43,['Madhouse'],12
Tsuki ga Noboru made ni,"['Drama', 'Historical']",6.43,['add some'],1
Vatican Kiseki Chousakan,"['Mystery', 'Supernatural', 'Drama']",6.42,['J.C.Staff'],12
Usavich V,['Comedy'],6.42,['Kanaban Graphics'],13
Uchuu Senkan Tiramisù II Specials,"['Comedy', 'Mecha', 'Sci-Fi', 'Seinen', 'Slice of Life', 'Space']",6.42,['Gonzo'],4
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?","['Sci-Fi', 'Romance']",6.42,['Shaft'],1
TO,"['Action', 'Sci-Fi', 'Space', 'Drama', 'Seinen']",6.42,['add some'],2
Tetsuwan Atom: Uchuu no Yuusha,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",6.42,['Mushi Production'],1
Strike Witches: 501 Butai Hasshin Shimasu! Movie,"['Comedy', 'Military', 'Sci-Fi', 'Shounen']",6.42,['add some'],1
Sol Bianca: Taiyou no Fune,"['Adventure', 'Mecha', 'Sci-Fi', 'Space']",6.42,['AIC'],6
Shiroi Kiba White Fang Monogatari,"['Adventure', 'Historical', 'Drama']",6.42,['Sunrise'],1
Seikimatsu★Darling,"['Comedy', 'Romance', 'Drama', 'Shounen Ai']",6.42,['add some'],1
SD Gundam Sangokuden Brave Battle Warriors,"['Action', 'Historical', 'Mecha']",6.42,['Sunrise'],51
Reporter Blues,"['Mystery', 'Comedy']",6.42,['TMS Entertainment'],52
Poputepipikku Kinen,"['Parody', 'Sports']",6.42,['add some'],1
Pokemon XY: New Year's Eve 2014 Super Mega Special,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",6.42,['OLM'],1
Plunderer,"['Action', 'Ecchi', 'Fantasy', 'Shounen']",6.42,['GEEKTOYS'],24
Mushishi Recap,['Supernatural'],6.42,['add some'],1
Daisuki! Hello Kitty,"['Fantasy', 'Kids']",6.4,['add some'],26
Code Geass: Soubou no Oz Picture Drama,"['Action', 'Drama', 'Mecha', 'Military', 'School', 'Supernatural']",6.4,['Sunrise'],5
Chocolate Underground: Bokura no Chocolate Sensou,"['Adventure', 'Comedy', 'Kids']",6.4,"['Production I.G', 'Trans Arts']",1
Brothers Conflict,"['Harem', 'Romance', 'Shoujo']",6.4,"[""Brain's Base""]",12
Bonobono (TV 2016),"['Slice of Life', 'Comedy']",6.4,['Eiken'],Unknown
Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,['Comedy'],6.4,['J.C.Staff'],6
Akuma-kun,"['Adventure', 'Fantasy', 'Horror', 'Magic', 'Supernatural']",6.4,['Toei Animation'],42
Zetsumetsu Kigu Shoujo: Amazing Twins,"['Magic', 'Slice of Life']",6.41,['Encourage Films'],2
Yatogame-chan Kansatsu Nikki Nisatsume,"['Slice of Life', 'Comedy', 'School', 'Shounen']",6.41,"['Creators in Pack', 'Saetta']",Unknown
Xenosaga The Animation,"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",6.41,['Toei Animation'],12
Uchi Tama?! Uchi no Tama Shirimasen ka?,['Slice of Life'],6.43,"['MAPPA', 'Lapin Track']",11
Toradora!: SOS! Kuishinbou Banbanzai,['Comedy'],6.41,['J.C.Staff'],4
Tamayura: More Aggressive Picture Drama,"['Comedy', 'Drama']",6.4,['TYO Animations'],1
Tamala 2010: A Punk Cat in Space,"['Psychological', 'Comedy', 'Dementia', 'Sci-Fi']",6.41,['add some'],1
Super Street Fighter IV,"['Action', 'Adventure', 'Shounen']",6.41,['Gonzo'],1
Stratos 4: Logbook,"['Action', 'Ecchi', 'Sci-Fi']",6.41,['add some'],1
Geobreeders: File-X Chibi Neko Dakkan,"['Adventure', 'Comedy', 'Shounen', 'Supernatural']",6.39,['Chaos Project'],3
Genshi Shounen Ryuu,"['Action', 'Sci-Fi', 'Adventure', 'Romance', 'Shounen']",6.39,['Toei Animation'],22
Fushigi na Koala Blinky,"['Adventure', 'Comedy', 'Kids', 'Fantasy']",6.39,['Nippon Animation'],26
Fate/Extra: Last Encore,"['Action', 'Fantasy', 'Magic']",6.39,['Shaft'],10
Fabre-sensei wa Meitantei,['Mystery'],6.39,['E&G Films'],26
Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,"['Action', 'Drama', 'Mecha']",6.39,['Production Reed'],1
Choegang Habche: Mix Master,"['Adventure', 'Fantasy']",6.39,['add some'],39
Catman Series III,"['Comedy', 'Fantasy', 'Slice of Life']",6.39,['add some'],6
Buddy Go!,"['Comedy', 'Romance', 'Shoujo']",6.39,['add some'],3
Blassreiter: Navi,"['Action', 'Sci-Fi']",6.39,['Gonzo'],1
Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,"['Comedy', 'Super Power']",6.39,['Shin-Ei Animation'],1
Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,['Comedy'],6.39,['LIDENFILMS'],4
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,"['Drama', 'Fantasy']",6.39,['Signal.MD'],2
Ai no Wakakusa Monogatari Specials,"['Drama', 'Historical', 'Slice of Life']",6.39,['Nippon Animation'],2
Zhong Hua Xiao Zi,"['Action', 'Historical', 'Demons', 'Supernatural', 'Martial Arts', 'Samurai']",6.38,['add some'],26
Zenryoku Usagi,"['Comedy', 'Kids']",6.4,['add some'],52
Boukyaku no Senritsu,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",6.38,"['Gainax', 'J.C.Staff']",24
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",6.38,"['Diomedea', 'Studio Blanc']",10
Bobobo-bo Bo-bobo Recap,"['Action', 'Parody', 'Comedy', 'Sci-Fi', 'Shounen']",6.38,['Toei Animation'],1
Babel Nisei,"['Sci-Fi', 'Adventure', 'Supernatural', 'Shounen']",6.38,['Toei Animation'],39
Azur Lane,"['Action', 'Military', 'Sci-Fi']",6.38,['Bibury Animation Studios'],12
Anime TV de Hakken! Tamagotchi,"['Comedy', 'Fantasy', 'Kids', 'Slice of Life']",6.38,['add some'],27
Angelique: Seichi yori Ai wo Komete,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Shoujo']",6.38,['add some'],3
Akuu Daisakusen Srungle,"['Action', 'Mecha', 'Sci-Fi']",6.38,['add some'],53
Aisubeki Mirai e,['Music'],6.38,['add some'],1
91 Days Recap,"['Action', 'Historical', 'Drama']",6.38,['Shuka'],1
Yotsunoha,"['Romance', 'School']",6.39,['Hal Film Maker'],2
Wonder Garden,['Fantasy'],6.39,['Studio Colorido'],1
Wo Jiao Bai Xiaofei,"['Action', 'Comedy', 'Horror']",6.39,['Haoliners Animation League'],39
Watashi no Ashinaga Ojisan Specials,"['Comedy', 'Romance', 'School', 'Shoujo', 'Slice of Life']",6.39,['Nippon Animation'],2
Uchuu Senkan Tiramisù,"['Comedy', 'Mecha', 'Sci-Fi', 'Slice of Life', 'Space']",6.39,['Gonzo'],13
Triage X,"['Action', 'Adventure', 'Ecchi', 'Shounen']",6.39,['Xebec'],10
The☆Doraemons: Goal! Goal! Goal!!,"['Kids', 'Fantasy', 'Sports', 'Comedy', 'Sci-Fi', 'Shounen']",6.38,['Shin-Ei Animation'],1
Tenshi Kinryouku,"['Action', 'Drama', 'Romance', 'Shoujo', 'Supernatural']",6.38,['Hal Film Maker'],3
Tenkuu Senki Shurato Recaps,"['Action', 'Magic', 'Fantasy', 'Shounen']",6.38,['Tatsunoko Production'],2
Sugata Sanshirou,"['Action', 'Martial Arts', 'Sports']",6.38,['add some'],1
Soukou Kihei Votoms Recaps,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",6.38,['Sunrise'],4
Shin Koihime†Musou: Otome Tairan OVA Omake,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy']",6.38,['add some'],1
Sanctuary,"['Action', 'Police', 'Thriller', 'Drama', 'Seinen']",6.38,['Pastel'],1
Saint Seiya Omega,"['Action', 'Adventure', 'Fantasy', 'Shounen']",6.38,['Toei Animation'],97
RPG Densetsu Hepoi,"['Adventure', 'Fantasy']",6.38,['Gallop'],50
Puso Ni Comi,"['Action', 'Game', 'Sci-Fi', 'Comedy', 'Parody', 'School']",6.38,['add some'],20
PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,"['Magic', 'Shoujo', 'Slice of Life']",6.38,['add some'],1
Pokemon: Pikachu Tanken Club,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",6.38,['OLM'],1
Pokemon: Pikachu no Natsumatsuri,"['Action', 'Comedy', 'Fantasy', 'Kids']",6.38,['OLM'],1
Pokemon XY: New Year Special,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",6.38,['OLM'],1
Peut-etre Toi,['Music'],6.38,['Production I.G'],1
Panda-Z: The Robonimation,"['Action', 'Comedy', 'Kids', 'Mecha', 'Parody', 'Sci-Fi', 'Shounen']",6.38,['add some'],30
Araiya-san!: Ore to Aitsu ga Onnayu de!?,"['Comedy', 'Ecchi', 'Romance']",6.36,['Magic Bus'],8
Ajin Senshi,"['Fantasy', 'Sci-Fi']",6.36,['add some'],1
21 Seiki Manga Hajimete Monogatari,"['Adventure', 'Comedy', 'Kids', 'Sci-Fi']",6.36,['add some'],1
Ultraman Kids: Haha wo Tazunete 3000-man Kounen,"['Kids', 'Space']",6.37,['add some'],26
True Tears: Mini Chara 4-koma Gekijou,"['Comedy', 'Parody', 'School']",6.37,['P.A. Works'],7
Tondera House no Daibouken,"['Adventure', 'Historical', 'Sci-Fi']",6.37,['Tatsunoko Production'],52
Takarajima (Movie),"['Adventure', 'Drama', 'Historical', 'Mystery', 'Supernatural']",6.37,['Madhouse'],1
Souten no Ken Specials,"['Action', 'Martial Arts', 'Historical', 'Shounen']",6.37,['add some'],4
Soreyuke! Uchuu Senkan Yamamoto Yohko II,"['Action', 'Sci-Fi', 'Adventure']",6.37,['J.C.Staff'],3
Shoujo-tachi wa Kouya wo Mezasu,['School'],6.37,"['Barnum Studio', 'Project No.9']",12
Saiyuuki,['Adventure'],6.37,['Toei Animation'],1
Romeo to Cinderalla wo Utattemita,['Music'],6.37,['add some'],1
Renshenguo,['Adventure'],6.37,['add some'],1
Princess Principal Picture Drama,"['Action', 'Drama', 'Mystery']",6.37,"['Actas', 'Studio 3Hz']",6
Pokemon Masters: Trainers Great Gathering Special Animation,"['Action', 'Game', 'Kids', 'Fantasy']",6.37,['OLM'],1
Pika Don,"['Drama', 'Historical']",6.37,['add some'],1
Animation Kikou: Marco Polo no Bouken,"['Adventure', 'Historical']",6.35,['Madhouse'],43
009-1: R&B,"['Action', 'Sci-Fi', 'Seinen']",6.35,['add some'],1
Wakakusa Monogatari: Nan to Jo-sensei Specials,"['Drama', 'Historical', 'School', 'Slice of Life']",6.36,['Nippon Animation'],2
Uchuu Senkan Tiramisù Specials,"['Sci-Fi', 'Slice of Life', 'Space', 'Comedy', 'Mecha', 'Seinen']",6.36,['Gonzo'],3
Togainu no Chi,"['Action', 'Sci-Fi', 'Shounen Ai']",6.36,['A-1 Pictures'],12
To Heart 2: Dungeon Travelers,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Seinen']",6.36,['add some'],2
The iDOLM@STER Cinderella Girls: Spin-off!,['Music'],6.36,['Orange'],1
Tatakau Mono-tachi e Ai wo Komete,"['Drama', 'Music']",6.36,['add some'],1
Space☆Dandy 2nd Season Picture Drama,"['Comedy', 'Sci-Fi', 'Space']",6.36,['Bones'],3
Shi Wan Ge Leng Xiaohua,"['Comedy', 'Parody']",6.36,['L²Studio'],12
Seiren,"['Romance', 'School']",6.36,"['Studio Gokumi', 'AXsiZ']",12
Saru Getchu: On Air 2nd,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Romance', 'Shounen']",6.36,['Xebec'],51
Rinne no Lagrange Season 2 Specials,['Comedy'],6.36,['Xebec'],6
Rhea Gall Force,"['Action', 'Military', 'Sci-Fi', 'Mecha']",6.36,"['AIC', 'Artmic', 'animate Film']",1
Rerere no Tensai Bakabon,['Comedy'],6.36,['Studio Pierrot'],24
Precure Miracle Universe Movie,"['Action', 'Magic', 'Fantasy', 'Shoujo']",6.36,['Toei Animation'],1
Thermae Romae x Yoyogi Animation Gakuin Collaboration,"['Comedy', 'Historical', 'Seinen']",6.35,['DLE'],1
Tanpen Unico: Kuroi Kumo to Shiroi Hane,"['Adventure', 'Kids', 'Fantasy']",6.35,['add some'],1
Submarine Super 99,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Shounen']",6.35,['Vega Entertainment'],13
Space Fantasia 2001 Nights,"['Drama', 'Sci-Fi', 'Seinen', 'Space']",6.35,['TMS Entertainment'],1
Shukufuku no Campanella,"['Adventure', 'Fantasy', 'Harem', 'Magic']",6.35,['AIC'],12
Shin Mitsubachi Maya no Bouken,"['Adventure', 'Comedy']",6.35,['Nippon Animation'],52
Shin Don Chuck Monogatari,"['Adventure', 'Kids', 'Slice of Life']",6.35,['add some'],73
Sekai Meisaku Douwa: Oyayubi Hime,"['Fantasy', 'Kids']",6.35,['add some'],1
Saru Getchu: On Air,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Romance', 'Shounen']",6.35,['Xebec'],26
Sakura Momoko Gekijou: Coji-Coji,"['Fantasy', 'Comedy']",6.35,['Nippon Animation'],100
Saint Seiya: Legend of Sanctuary,"['Sci-Fi', 'Adventure', 'Fantasy', 'Shounen']",6.35,['Toei Animation'],1
Saikyou Robot Daiouja,"['Action', 'Sci-Fi', 'Mecha', 'Shounen']",6.35,['Sunrise'],50
Push,['Parody'],6.35,['add some'],1
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Supernatural']",6.35,['Project No.9'],12
Popotan,"['Comedy', 'Drama', 'Ecchi', 'Supernatural']",6.35,['Shaft'],12
Okusama wa Mahou Shoujo,"['Magic', 'Romance']",6.35,['J.C.Staff'],13
Senkou no Night Raid: Yogen,"['Action', 'Historical', 'Military', 'Super Power']",6.34,['A-1 Pictures'],1
Rikujou Bouei-tai Mao-chan,"['Comedy', 'Kids', 'Magic', 'Military', 'Sci-Fi']",6.34,['Xebec'],26
Renkyori Enai,['Music'],6.34,['add some'],1
Pokemon: Pikachu no Summer Bridge Story,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",6.34,['OLM'],1
Persona 5 the Animation Recap,"['Action', 'Supernatural', 'Fantasy']",6.34,['CloverWorks'],1
Ozanari Dungeon: Kaze no Tou,"['Action', 'Adventure', 'Fantasy', 'Comedy']",6.34,['Telecom Animation Film'],3
Oraa Guzura Dado (1987),"['Comedy', 'Kids']",6.34,['Tatsunoko Production'],44
Nozomi Witches,"['Romance', 'Sports']",6.34,['add some'],3
Neko Ramen,['Comedy'],6.34,['add some'],13
Neko Machi,"['Fantasy', 'Horror']",6.34,['Toei Video'],1
Nameless,"['Music', 'Romance']",6.34,['add some'],2
Naisho no Hanashi,['Music'],6.34,['add some'],1
Monkey Turn,"['Action', 'Sports', 'Drama', 'Shounen']",6.34,['OLM'],25
Meganebu!,"['Comedy', 'School', 'Slice of Life']",6.34,['Studio Deen'],12
Majokko Tickle,"['Magic', 'Comedy', 'Shoujo']",6.34,['Toei Animation'],45
Magical Nyan Nyan Taruto,"['Comedy', 'Magic']",6.34,"['Madhouse', 'TNK']",12
Anata wo Zutto Aishiteru,"['Adventure', 'Kids', 'Fantasy']",6.32,['add some'],1
Akikan!: Kan Ippatsu!? Onsen Panic,"['Ecchi', 'Comedy']",6.32,"[""Brain's Base""]",1
Akage no Anne Specials,"['Drama', 'Historical', 'Kids', 'Shoujo', 'Slice of Life']",6.32,['Nippon Animation'],2
Ai no Wakakusa Yama Monogatari,['Comedy'],6.32,['Gainax'],12
009-1,"['Action', 'Mecha', 'Sci-Fi', 'Seinen']",6.32,['Ishimori Entertainment'],12
Zoids Wild,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Mecha']",6.33,['OLM'],50
Yurumates 3D,"['Slice of Life', 'Comedy', 'Seinen']",6.33,['C2C'],13
Yoiko,"['Slice of Life', 'Comedy', 'Ecchi', 'School']",6.33,['Studio Pierrot'],20
"Wake Up, Girls! Deai no Kiroku: A Brief Recording",['Music'],6.33,['Ordet'],1
Virtua Fighter: Costomize Clip,"['Action', 'Drama', 'Martial Arts', 'Music']",6.33,['Production I.G'],1
Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,"['Action', 'Sci-Fi', 'Space', 'Super Power', 'Shounen']",6.33,['add some'],1
Uchuu Majin Daikengou,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']",6.33,"['Toei Animation', 'Studio Nue']",26
Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"['Action', 'Comedy', 'Sci-Fi']",6.33,"['Xebec', 'Genco', 'Triangle Staff']",13
Toji no Miko Recap,"['Action', 'Fantasy']",6.33,['Studio Gokumi'],1
The Four Seasons,['Slice of Life'],6.33,['P.A. Works'],4
Tamako Market Specials,['Comedy'],6.33,['Kyoto Animation'],6
Trigger-chan,['Action'],6.32,['Trigger'],1
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),"['Adventure', 'Mecha', 'Police', 'Sci-Fi']",6.32,['OLM'],37
Tom Sawyer no Bouken Specials,"['Adventure', 'Historical', 'Slice of Life', 'Drama']",6.32,['Nippon Animation'],2
Ten Little Gall Force,"['Action', 'Military', 'Sci-Fi', 'Space', 'Comedy', 'Parody', 'Mecha']",6.32,"['Artmic', 'animate Film']",1
Sora wo Kakeru Shoujo Picture Drama,"['Adventure', 'Comedy', 'Sci-Fi', 'Space']",6.32,['Sunrise'],9
Silent Möbius 2,"['Sci-Fi', 'Adventure', 'Demons', 'Fantasy', 'Seinen']",6.32,['AIC'],1
Shinshuu Sudama-hen,"['Action', 'Martial Arts', 'Samurai', 'Historical', 'Seinen']",6.32,['add some'],4
Sekkou Boys,"['Music', 'Comedy']",6.32,['LIDENFILMS'],12
Robotan (1986),"['Comedy', 'Kids']",6.32,['add some'],33
Pokemon XY: Koukoku no Princess Diancie,"['Comedy', 'Fantasy', 'Kids']",6.32,['OLM'],1
Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,"['Comedy', 'Ecchi']",6.32,['Silver Link.'],6
Nekota no Koto ga Kininatte Shikatanai. (ONA),"['School', 'Shoujo']",6.32,['add some'],4
Nanami-chan 3rd Series,"['Comedy', 'Kids']",6.32,['add some'],16
More feat. Anderson .Paak,['Music'],6.32,"['Typhoon Graphics', 'StoryRiders Co. Ltd.']",1
Monster Special Edition,['Drama'],6.32,['Madhouse'],2
Minky Momo in Tabidachi no Eki,"['Drama', 'Magic', 'Fantasy', 'Shoujo']",6.32,['add some'],1
Future GPX Cyber Formula Graffiti,"['Action', 'Sci-Fi', 'Sports']",6.3,['Sunrise'],1
fake!fake!,['Music'],6.3,['add some'],1
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"['Harem', 'Romance', 'School', 'Drama']",6.3,['add some'],4
Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,"['Sci-Fi', 'Comedy', 'Shounen']",6.29,['Toei Animation'],1
Doraemon: Nobita to Mirai Note,"['Kids', 'Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",6.3,['Shin-Ei Animation'],1
Doraemon: Benkyou Heya no Tsuribori,"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",6.3,['add some'],1
Catman Series II,"['Comedy', 'Fantasy', 'Slice of Life']",6.3,['add some'],8
Yuyushiki: Nyanyashiki,['Comedy'],6.31,['Kinema Citrus'],6
Yurumates wa?,"['Comedy', 'Seinen', 'Slice of Life']",6.31,['add some'],1
"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",['Comedy'],6.31,['Doga Kobo'],1
Wonder 3,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",6.31,['Mushi Production'],52
Strike Witches OVA,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",6.31,['Gonzo'],1
Sister Princess: Re Pure,"['Drama', 'Romance']",6.31,['Zexcs'],13
Shiranpuri (Movie),"['School', 'Drama']",6.31,['Shirogumi'],1
Shiranpuri,"['Drama', 'School']",6.31,['add some'],1
Shenmue: The Movie,"['Action', 'Game', 'Adventure', 'Martial Arts']",6.31,['add some'],1
Deep Blue Town e Oide yo,['Music'],6.29,['add some'],1
Burning Blood,"['Sports', 'Shounen']",6.29,['Magic Bus'],3
Boukensha: The Man Was from Spain,"['Adventure', 'Historical']",6.29,['Nippon Animation'],26
Blocker Gundan IV Machine Blaster,"['Action', 'Mecha', 'Sci-Fi']",6.29,['Nippon Animation'],38
Blade,"['Action', 'Drama', 'Horror', 'Vampire']",6.29,['Madhouse'],12
Bamboo Bears,['Comedy'],6.29,['Telescreen'],52
Bakugan Battle Brawlers: Gundalian Invaders,"['Action', 'Adventure', 'Fantasy', 'Game', 'Shounen']",6.29,['TMS Entertainment'],39
Asience: Kami wa Onna no Inochi,"['Historical', 'Samurai']",6.29,['Production I.G'],1
Andersen Monogatari (TV),"['Kids', 'Fantasy', 'Drama']",6.29,['add some'],52
Alien Alien wo Utattemita,['Music'],6.29,['add some'],1
Accel World: Acchel World.,"['Sci-Fi', 'Comedy']",6.29,['J.C.Staff'],8
11eyes,"['Action', 'Ecchi', 'Super Power', 'Supernatural']",6.29,['Doga Kobo'],12
Yami Shibai 5,"['Dementia', 'Horror', 'Supernatural']",6.3,['ILCA'],13
Xi Avant,"['Adventure', 'Sci-Fi']",6.3,['Production I.G'],1
Wansa-kun,['Comedy'],6.3,['Mushi Production'],26
Topo Gigio,"['Kids', 'Adventure', 'Comedy']",6.3,['Nippon Animation'],21
Attack No.1: Namida no Sekai Senshuken,"['Sports', 'Drama', 'Shoujo']",6.28,['add some'],1
Attack No.1 (1970),"['Sports', 'Drama', 'Shoujo']",6.28,['add some'],1
Ashita no Joe Pilots,"['Drama', 'Shounen', 'Sports']",6.28,['Mushi Production'],2
30-sai no Hoken Taiiku Specials,"['Ecchi', 'Parody', 'Romance', 'Seinen']",6.28,['Gathering'],3
Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,"['Comedy', 'Kids']",6.29,['Tatsunoko Production'],1
Warau Salesman New,"['Comedy', 'Drama', 'Seinen']",6.29,['Shin-Ei Animation'],12
Wanpaku Ouji no Orochi Taiji,['Adventure'],6.29,['Toei Animation'],1
VitaminX Addiction,"['Romance', 'School']",6.29,['Nomad'],3
Umi Monogatari: Marin no Kore Naani?,['Comedy'],6.29,['Zexcs'],4
UFO Senshi Dai Apolon,"['Action', 'Sci-Fi', 'Mecha']",6.29,"['Eiken', 'Studio Live']",26
Super Bikkuriman,"['Adventure', 'Fantasy', 'Comedy', 'Demons', 'Sci-Fi']",6.29,['Toei Animation'],44
Sugar Bunnies,['Kids'],6.29,['Asahi Production'],26
Street Fighter IV: Aratanaru Kizuna,"['Action', 'Adventure', 'Shounen']",6.29,['Studio 4°C'],1
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"['Action', 'Comedy', 'Historical', 'Military', 'Samurai']",6.29,"['Group TAC', 'G&G Entertainment']",12
Shin Strange+,"['Slice of Life', 'Comedy', 'Josei']",6.29,['Seven'],12
Shin Kyojin no Hoshi II,['Sports'],6.29,['add some'],23
Wangpai Yushi Di 0 Ji,"['Comedy', 'Fantasy', 'School', 'Shounen', 'Supernatural']",6.28,['Haoliners Animation League'],1
Ultra B,"['Comedy', 'Super Power']",6.28,['Shin-Ei Animation'],119
Track City,"['Action', 'Cars']",6.28,['SBS TV Production'],26
The Kabocha Wine: Nita no Aijou Monogatari,"['Slice of Life', 'Comedy', 'Romance', 'School']",6.28,['Toei Animation'],1
Teekyuu 5 Specials,"['Comedy', 'Sports', 'School', 'Shounen']",6.28,['Millepensee'],2
Tanoshii Willow Town,"['Kids', 'Fantasy']",6.28,['add some'],26
Tales of the Rays Gekijou,"['Comedy', 'Fantasy', 'Parody']",6.28,['Bandai Namco Pictures'],8
Taishou Yakyuu Musume. Specials,"['School', 'Sports']",6.28,['J.C.Staff'],2
Taifuu no Noruda,"['Drama', 'School', 'Sci-Fi', 'Supernatural']",6.28,['Studio Colorido'],1
Space Oz no Bouken,"['Adventure', 'Sci-Fi']",6.28,['add some'],26
"Shinran-sama: Negai, Soshite Hikari",['Historical'],6.28,['add some'],1
Scramble Wars: Tsuppashire! Genom Trophy Rally,['Parody'],6.28,['AIC'],1
Qin Shi Ming Yue Zhi: Luosheng Tangxia,"['Action', 'Historical', 'Martial Arts', 'Fantasy']",6.28,['Sparkly Key Animation Studio'],1
Pandora to Akubi,"['Action', 'Fantasy', 'Shoujo']",6.28,['Bakken Record'],2
Osomatsu-san Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou,"['Comedy', 'Parody']",6.28,['Studio Pierrot'],7
Ongaku Shoujo,"['Slice of Life', 'Music']",6.28,['Studio Deen'],1
Tono to Issho: Ippunkan Gekijou,"['Comedy', 'Samurai', 'Seinen']",6.27,['Gathering'],12
TO-Y,"['Drama', 'Music', 'Shounen']",6.27,['Gallop'],1
Teki wa Kaizoku: Neko-tachi no Kyouen,"['Comedy', 'Sci-Fi']",6.27,['Madhouse'],6
Teizokurei Daydream,"['Comedy', 'Horror', 'Supernatural', 'Drama', 'Ecchi']",6.27,['Hal Film Maker'],4
Tales of Eternia The Animation,"['Adventure', 'Comedy', 'Romance', 'Fantasy']",6.27,"['Production I.G', 'Xebec']",13
Sinbad: Mahou no Lamp to Ugoku Shima,['Adventure'],6.27,['Nippon Animation'],1
Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,"['Slice of Life', 'Fantasy']",6.27,['Toei Animation'],1
Shadow Skill (1999),"['Comedy', 'Parody']",6.27,['Zero-G Room'],1
Robot Town Sagami 2028,['Drama'],6.27,['add some'],1
Phantom of the Kill: Zero kara no Hangyaku,"['Action', 'Adventure', 'Fantasy']",6.27,['Production I.G'],1
Osamu to Musashi,"['Adventure', 'Fantasy', 'Kids']",6.27,['add some'],1
Oni no Ko to Yuki Usagi,"['Demons', 'Kids', 'Fantasy']",6.27,['add some'],1
Nijiiro☆Prism Girl,"['Comedy', 'Romance', 'School', 'Shoujo']",6.27,['SynergySP'],4
New Dream Hunter Rem: Yume no Kishitachi,"['Ecchi', 'Magic']",6.27,['add some'],1
Nanocore,['Sci-Fi'],6.27,['add some'],10
